,Age,Experience,Income,CCAvg,Mortgage,Family_2,Family_3,Family_4,Education_2,Education_3,Personal_Loan_1,Securities_Account_1,CD Account_1,Online_1,CreditCard_1
4480,55,30,145,6.0,0,1,0,0,0,1,1,0,0,1,0
1426,37,11,60,0.5,0,0,1,0,0,1,0,0,0,1,0
3467,63,37,149,0.2,364,1,0,0,0,1,1,0,0,1,0
3722,42,17,60,2.4,98,0,0,0,0,0,0,0,0,1,0
1784,54,29,119,2.0,0,0,1,0,0,0,1,1,1,0,0
1579,29,5,122,3.0,0,0,0,1,0,0,1,0,0,0,1
643,45,21,152,1.4,0,1,0,0,0,0,0,0,0,1,0
4792,36,10,28,1.0,130,0,0,1,0,0,0,0,0,1,0
1410,60,35,44,2.1,0,0,0,1,0,0,0,0,0,0,0
2378,30,5,61,0.8,251,0,0,0,1,0,0,1,1,1,0
3435,33,8,58,1.3,0,0,0,1,0,0,0,1,0,0,0
943,30,4,80,1.8,0,0,0,1,1,0,0,0,0,0,0
3659,33,7,22,0.4,0,0,0,0,1,0,0,0,0,0,0
4375,34,10,51,2.0,130,0,1,0,0,0,0,0,0,0,0
2819,63,37,10,0.4,0,1,0,0,0,0,0,0,0,1,0
796,30,6,82,2.5,0,1,0,0,0,0,0,0,0,0,0
600,56,30,141,0.5,0,1,0,0,0,0,0,0,0,1,0
1177,28,3,71,3.3,149,0,0,0,1,0,1,1,1,1,0
4954,45,19,22,1.5,0,0,1,0,0,0,0,0,0,1,1
4777,32,8,30,0.4,78,0,0,1,1,0,0,0,0,1,0
1825,56,32,161,5.8,0,0,0,0,0,1,1,1,0,0,0
4401,60,35,42,1.5,0,0,1,0,0,0,0,0,0,0,1
4016,53,28,173,2.7,427,0,0,1,0,0,1,0,0,1,0
3127,40,14,61,0.2,0,0,0,1,0,1,0,0,0,1,0
222,26,2,104,2.5,0,0,1,0,0,0,0,0,0,0,0
1999,48,22,80,2.4,0,1,0,0,1,0,0,0,0,1,0
165,27,1,43,1.5,0,0,0,0,0,0,0,0,0,1,0
4322,38,14,44,1.7,0,1,0,0,0,0,0,0,0,0,0
4075,30,4,40,0.8,0,0,0,1,0,0,0,0,0,1,0
3735,40,14,78,5.2,0,0,0,0,0,0,0,0,0,1,0
4598,51,26,21,0.8,0,0,0,1,0,0,0,0,0,1,0
3032,47,22,19,0.4,0,0,0,0,0,1,0,0,0,1,0
394,33,9,80,3.4,0,0,0,1,0,0,0,0,0,1,1
4261,53,28,18,0.8,0,0,0,1,0,0,0,0,0,0,0
2459,62,37,41,0.9,0,0,1,0,0,1,0,0,0,1,1
3930,53,27,145,2.9,345,0,0,0,0,0,0,0,0,0,0
2820,29,4,102,3.3,303,1,0,0,0,0,0,0,0,0,0
2938,33,9,61,2.6,0,0,1,0,1,0,0,0,0,1,0
2037,35,8,52,1.0,0,1,0,0,1,0,0,0,0,0,1
4997,63,39,24,0.3,0,1,0,0,0,1,0,0,0,0,0
1897,54,29,98,0.1,0,0,0,0,0,1,0,0,0,0,0
3769,29,4,134,3.3,204,1,0,0,0,0,0,0,0,0,0
996,33,6,49,1.67,214,1,0,0,1,0,0,0,0,0,0
795,57,32,15,0.2,0,1,0,0,0,1,0,0,0,0,1
4527,41,16,18,0.6,0,0,0,0,0,1,0,0,0,0,1
3739,39,14,80,0.4,0,1,0,0,0,0,0,0,0,0,0
2275,40,16,115,3.4,0,0,0,0,0,0,0,0,0,1,0
4324,49,24,13,0.8,111,0,0,1,0,0,0,0,0,1,0
2711,39,14,34,1.7,0,0,0,1,0,0,0,0,0,1,1
3409,29,5,113,2.0,84,1,0,0,1,0,0,0,0,1,1
4831,30,6,42,2.1,144,0,0,0,0,1,0,0,0,0,1
108,33,7,32,0.6,166,0,0,0,0,1,0,0,0,1,0
1206,63,37,165,5.1,0,0,0,1,0,1,1,0,0,0,0
3281,51,25,62,1.5,0,1,0,0,1,0,0,0,0,1,1
3784,30,6,115,3.8,0,0,0,1,1,0,1,0,0,1,0
3946,25,-1,40,2.4,0,0,1,0,1,0,0,0,0,1,0
3599,45,19,23,0.1,91,1,0,0,0,1,0,0,1,1,1
4926,37,13,83,1.7,0,1,0,0,1,0,0,0,0,0,1
314,63,37,45,0.7,0,1,0,0,0,1,0,0,0,1,0
4696,59,35,70,2.3,0,0,0,1,0,1,0,0,0,0,0
37,51,25,71,1.4,198,0,0,0,0,1,0,0,0,0,0
276,30,5,22,0.5,109,0,0,1,0,1,0,0,0,1,0
3846,31,5,43,1.5,0,0,0,0,0,0,0,0,0,0,0
21,57,27,63,2.0,0,0,1,0,0,1,0,0,0,1,0
4968,58,32,41,2.5,0,0,0,1,0,0,0,0,0,1,1
2937,62,36,89,2.0,0,1,0,0,0,0,0,0,0,1,1
1268,34,9,62,2.3,0,0,1,0,0,0,0,0,0,0,0
4590,58,34,151,0.6,0,0,1,0,1,0,1,0,0,0,0
4983,51,26,72,2.9,0,0,0,0,0,0,0,0,0,0,0
3558,60,34,60,2.5,0,0,1,0,0,0,0,0,0,1,0
161,61,35,80,2.8,0,1,0,0,0,0,0,0,0,1,0
322,63,39,101,3.9,0,0,0,0,0,0,1,1,1,1,0
11,29,5,45,0.1,0,0,1,0,1,0,0,0,0,1,0
1833,34,9,178,0.8,0,0,0,0,0,1,1,0,0,0,0
2514,41,16,25,0.1,91,1,0,0,1,0,0,1,0,0,0
4392,52,27,81,3.8,0,0,0,1,1,0,0,0,0,0,0
1676,46,20,74,2.6,104,0,0,1,0,1,0,0,0,1,0
3878,35,11,81,0.0,0,1,0,0,0,0,0,0,0,1,1
1117,42,18,145,1.7,132,0,0,0,0,0,0,0,0,1,1
2158,50,25,83,3.1,0,0,0,1,0,0,1,0,0,0,1
3691,37,13,58,0.6,0,1,0,0,0,1,0,0,0,0,1
4568,26,0,44,1.3,0,0,0,1,0,1,0,1,0,0,0
4862,33,7,44,0.3,0,0,0,0,0,0,0,0,0,0,0
4397,48,23,19,0.1,0,0,0,0,0,0,0,0,0,1,0
3157,23,-1,13,1.0,84,0,0,1,0,0,0,0,0,1,0
3624,58,28,70,1.4,0,0,0,0,0,1,0,0,0,0,0
3338,35,9,43,1.2,0,0,0,1,1,0,0,1,0,1,0
1613,60,34,52,1.7,0,0,0,1,1,0,0,1,0,1,0
3787,37,12,28,1.7,0,0,0,1,0,0,0,1,1,1,0
4572,32,7,81,1.8,0,0,0,1,0,1,0,0,0,1,0
1342,36,12,79,2.2,0,1,0,0,0,0,0,0,0,1,0
19,55,28,21,0.5,0,0,0,0,1,0,0,1,0,0,1
2852,54,29,183,8.1,0,0,0,0,0,0,0,0,0,1,1
1584,46,20,25,0.6,125,0,0,1,0,1,0,0,0,0,0
2896,54,28,81,0.8,0,0,1,0,0,0,0,0,0,0,0
4136,43,19,83,2.0,0,0,0,1,0,1,0,0,0,1,0
3682,43,17,45,0.7,0,1,0,0,0,0,0,0,0,0,0
4141,43,19,63,2.1,0,0,1,0,0,1,0,0,0,0,0
623,44,19,34,0.3,78,0,0,0,0,1,0,0,0,1,0
1840,55,25,23,0.4,88,0,0,1,0,1,0,0,0,0,0
1885,31,6,19,1.1,104,0,0,1,0,1,0,0,1,1,1
4580,50,24,102,6.3,0,1,0,0,0,0,0,0,0,1,0
2048,28,4,43,1.8,0,0,0,0,1,0,0,0,0,1,1
3150,47,22,124,5.0,0,0,0,1,0,1,1,0,0,0,0
4633,31,5,50,1.5,0,0,0,0,0,0,0,0,0,1,0
1783,53,27,192,1.7,601,0,0,0,0,0,0,0,0,1,0
2541,34,8,171,2.2,569,1,0,0,1,0,1,0,0,1,0
2928,31,6,175,6.7,0,1,0,0,0,0,0,0,0,1,0
1768,43,18,128,5.3,84,0,0,1,0,0,1,0,0,0,0
3697,39,13,59,0.5,0,0,1,0,0,1,0,0,0,0,0
1577,34,8,65,3.0,227,0,0,0,0,0,1,0,0,1,0
1652,48,18,182,6.0,0,0,0,1,0,1,1,0,0,1,0
2024,36,12,113,0.2,0,0,0,1,0,0,1,0,0,0,0
4300,61,37,20,0.3,0,1,0,0,0,1,0,0,0,1,0
3581,28,4,33,1.0,0,0,1,0,1,0,0,0,0,0,1
1561,46,20,73,1.5,128,0,0,0,1,0,0,0,0,1,0
3919,64,34,179,4.5,400,1,0,0,0,1,1,0,0,0,0
1499,52,26,91,4.3,0,0,0,0,1,0,1,0,1,1,1
1703,65,41,40,0.1,0,0,1,0,0,1,0,0,0,1,0
4006,56,32,28,1.2,0,0,0,0,0,1,0,0,0,1,0
4554,41,16,109,1.0,0,0,1,0,0,0,0,1,0,1,0
3720,63,39,131,2.6,229,0,1,0,0,1,1,0,0,1,0
2351,55,31,74,3.2,0,1,0,0,0,1,0,0,0,1,1
771,42,18,71,2.33,106,0,1,0,0,0,0,1,0,1,0
324,56,30,158,6.1,0,0,0,1,0,0,1,0,0,0,0
858,45,19,19,0.5,0,0,1,0,1,0,0,0,0,1,0
4024,41,15,82,0.1,0,0,1,0,0,0,0,0,0,1,0
3266,57,31,39,2.2,0,0,0,0,0,1,0,0,0,1,1
90,55,30,118,5.6,0,0,0,1,1,0,1,0,0,1,0
1073,33,8,122,0.0,0,0,0,0,0,0,0,0,0,1,1
2243,54,28,79,1.7,150,0,1,0,1,0,0,0,0,1,1
94,65,39,121,2.0,0,0,0,0,0,0,0,0,0,0,0
2887,40,16,109,2.2,0,1,0,0,0,0,0,0,0,1,0
157,41,17,83,2.67,0,0,0,1,0,0,0,0,0,1,1
2106,62,38,132,2.9,0,0,0,0,0,0,0,0,0,0,0
4818,45,19,85,1.7,0,1,0,0,1,0,0,0,0,1,0
899,30,3,172,3.4,0,0,1,0,1,0,1,0,0,0,1
761,48,24,84,0.7,166,0,1,0,0,0,0,0,0,1,0
4882,43,19,73,2.33,0,0,1,0,0,0,0,1,1,1,1
2685,28,2,101,2.1,0,0,0,1,0,1,0,0,0,1,0
2506,66,42,39,1.9,0,0,0,0,1,0,0,0,0,1,1
2088,39,9,29,2.0,151,0,1,0,0,1,0,1,0,0,0
3664,48,24,43,1.9,0,0,1,0,1,0,0,0,0,1,0
678,52,27,61,1.8,207,0,0,1,0,1,0,0,0,0,0
779,53,28,192,6.4,0,1,0,0,0,1,1,0,0,0,0
2831,53,27,45,0.8,0,1,0,0,0,1,0,0,0,1,1
1973,47,22,11,0.0,78,1,0,0,0,0,0,0,0,0,0
1875,27,3,112,2.5,389,0,1,0,0,0,0,1,0,1,0
1637,30,6,193,6.3,0,0,1,0,0,1,1,0,0,1,0
230,47,22,92,2.8,0,0,0,0,1,0,0,0,0,1,0
3509,38,12,61,0.9,0,0,1,0,0,1,0,0,0,0,0
1169,40,16,32,1.4,158,0,0,0,0,1,0,0,0,1,0
965,62,36,135,5.2,0,1,0,0,1,0,1,0,0,1,0
1823,33,8,125,0.0,0,0,0,0,0,0,0,0,0,1,1
2600,42,18,51,2.1,0,0,1,0,0,1,0,0,0,0,0
1042,64,34,50,1.67,0,0,0,1,0,1,0,0,0,1,0
1352,51,27,20,0.5,0,0,0,1,1,0,0,0,0,1,0
3183,44,17,12,0.67,0,0,1,0,1,0,0,0,0,1,0
1476,61,37,64,0.0,0,0,0,0,1,0,0,0,0,0,1
3573,60,36,165,5.6,0,0,1,0,0,0,1,0,0,0,1
3642,55,29,21,0.7,0,0,0,1,0,1,0,1,0,1,0
3023,63,37,105,1.7,244,0,0,1,0,1,0,0,0,0,1
4143,55,31,20,0.3,0,1,0,0,0,0,0,0,0,1,0
4780,47,20,49,2.5,0,0,1,0,1,0,0,0,0,1,0
2016,41,17,93,0.8,218,0,0,1,0,0,0,0,0,0,0
250,30,6,29,1.0,117,0,1,0,1,0,0,0,0,0,0
4405,61,35,83,1.7,245,1,0,0,0,1,0,0,0,1,0
1301,41,17,153,1.7,337,0,0,0,0,0,0,0,0,0,1
906,29,3,154,2.0,130,1,0,0,0,0,0,0,0,0,0
3444,60,35,128,0.9,0,0,0,0,0,0,0,0,0,1,0
3165,63,37,140,6.9,97,1,0,0,0,0,0,0,0,0,1
393,53,28,18,0.1,109,0,0,1,0,1,0,1,1,1,1
2544,58,34,90,3.6,0,0,0,0,1,0,1,0,0,0,0
3950,38,14,62,1.5,255,0,0,0,0,1,0,0,0,1,0
3043,47,22,42,2.7,0,0,1,0,1,0,0,0,0,1,1
2157,25,0,71,0.2,78,0,0,1,0,0,0,1,0,0,0
3274,31,5,110,1.5,0,1,0,0,0,1,0,0,0,1,0
1165,43,19,113,1.7,0,0,0,0,0,0,0,0,0,0,0
3488,40,15,51,1.1,131,1,0,0,1,0,0,0,0,1,0
2668,60,35,113,0.9,406,0,0,0,0,0,0,0,0,1,0
2268,27,3,105,3.0,0,0,0,0,1,0,1,1,0,0,0
205,38,12,91,1.4,100,0,0,1,1,0,0,0,0,0,1
839,39,15,79,2.4,0,0,0,1,0,0,0,0,0,0,0
2635,40,14,33,0.8,89,1,0,0,0,1,0,0,0,1,0
1977,41,15,54,0.5,0,0,1,0,0,1,0,0,0,1,1
3819,57,27,50,2.0,0,0,0,1,0,1,0,0,0,1,0
645,35,9,84,2.2,322,0,0,1,1,0,0,0,0,0,0
1909,56,30,101,1.7,0,0,1,0,1,0,0,0,0,0,1
783,44,20,160,7.6,0,1,0,0,0,0,0,1,0,0,0
2372,34,10,45,2.8,153,0,1,0,0,0,0,0,0,1,1
834,36,12,150,5.4,0,0,0,1,0,0,1,1,1,1,0
2569,35,10,139,4.6,0,0,0,0,0,0,0,0,0,0,0
4708,62,37,10,0.5,0,0,1,0,0,0,0,0,0,1,0
2228,48,23,43,1.9,0,0,0,1,0,1,0,0,0,1,0
2338,42,18,130,7.5,0,1,0,0,0,0,0,0,0,0,1
4327,30,4,102,2.1,139,0,0,1,0,1,0,0,0,0,1
2070,62,37,95,0.5,0,0,1,0,0,0,0,0,0,0,0
4525,36,11,110,3.8,0,0,0,0,0,0,0,0,0,1,1
2120,41,17,44,0.3,0,0,0,0,0,1,0,0,0,1,0
1256,31,7,20,0.4,0,0,0,0,0,1,0,0,0,1,0
1477,40,14,64,0.2,0,0,0,1,0,1,0,0,0,1,1
3570,54,29,32,0.6,0,1,0,0,0,1,0,0,0,1,1
3469,26,2,79,2.5,0,1,0,0,0,0,0,0,0,1,0
44,46,20,104,5.7,0,0,0,0,0,0,0,0,0,1,1
2533,54,29,111,1.1,0,0,0,0,1,0,1,0,0,1,0
196,48,24,165,5.0,0,0,0,0,0,0,0,0,0,0,1
4436,60,35,33,0.5,0,1,0,0,1,0,0,0,0,1,0
2289,59,35,68,1.8,95,0,0,0,0,1,0,0,0,0,0
102,53,23,44,1.0,198,0,1,0,0,1,0,0,0,1,1
2860,27,2,20,0.5,0,0,0,1,0,1,0,0,0,1,0
218,44,20,72,0.3,0,0,1,0,0,1,0,0,0,1,0
1928,58,34,35,1.2,0,0,0,0,0,1,0,0,0,1,0
1299,50,25,14,0.7,0,1,0,0,0,1,0,1,0,1,0
1666,51,25,190,4.2,0,1,0,0,1,0,1,0,0,1,0
4656,47,21,38,0.6,0,0,1,0,1,0,0,1,0,0,0
2262,55,29,131,0.7,0,1,0,0,1,0,1,0,0,0,1
3972,29,5,112,4.33,0,1,0,0,0,0,0,0,0,1,1
136,59,32,49,2.5,0,0,0,1,1,0,0,0,0,1,0
2941,60,35,122,2.6,352,0,0,0,0,0,0,0,0,0,0
2480,39,13,50,2.4,0,1,0,0,1,0,0,0,0,0,0
133,30,4,39,1.1,0,0,1,0,1,0,0,0,0,1,0
3821,35,9,188,3.7,259,1,0,0,1,0,1,0,0,1,0
2645,36,12,93,2.2,0,1,0,0,0,0,0,0,0,1,0
4904,64,40,88,3.8,243,0,0,0,0,0,0,0,0,1,1
1125,37,13,172,6.5,0,1,0,0,0,0,0,0,0,0,0
2078,35,11,21,1.0,0,1,0,0,1,0,0,0,0,0,0
3732,26,1,18,0.9,95,1,0,0,0,1,0,0,0,0,0
4279,39,15,80,1.8,86,1,0,0,1,0,0,0,0,1,1
3806,34,8,41,0.8,0,0,0,1,0,0,0,0,0,0,0
4532,48,22,133,3.1,0,1,0,0,1,0,1,0,0,1,0
3928,57,33,61,2.67,0,0,1,0,0,0,0,0,0,1,0
2472,62,36,119,2.0,0,1,0,0,0,0,0,0,0,0,0
82,41,16,82,4.0,0,0,0,0,0,1,0,0,0,1,0
3259,33,8,54,2.3,0,0,1,0,0,0,0,0,0,0,1
4135,48,23,168,2.8,308,1,0,0,0,0,0,0,0,1,0
1414,59,33,68,2.3,128,1,0,0,0,1,0,1,0,1,0
1565,34,9,104,1.2,0,0,1,0,0,1,0,0,0,1,0
4002,59,34,60,2.8,0,1,0,0,0,0,0,0,0,1,0
2030,63,38,111,3.9,207,1,0,0,0,0,0,1,1,1,1
4763,51,25,173,0.5,0,0,0,0,1,0,1,0,0,1,0
190,60,36,93,4.3,0,0,0,0,0,0,0,0,0,1,0
4575,53,27,115,0.5,0,1,0,0,0,1,1,0,0,0,0
4112,34,9,65,0.7,104,0,1,0,1,0,0,0,0,1,0
2769,33,9,183,8.8,582,1,0,0,0,1,1,0,0,1,0
2276,29,3,172,4.4,0,0,0,1,0,0,1,0,0,0,0
3076,29,-1,62,1.75,0,1,0,0,0,1,0,0,0,0,1
587,50,24,94,4.9,272,0,0,0,0,0,0,0,0,1,0
100,48,23,74,1.2,0,0,0,0,0,0,0,0,0,1,0
1958,28,2,42,1.5,0,0,0,0,0,0,0,0,0,1,1
366,50,24,35,0.3,0,0,0,0,0,1,0,0,0,1,0
3942,42,17,89,0.1,170,0,0,0,1,0,0,0,0,1,0
486,55,30,84,3.7,304,1,0,0,0,0,0,1,0,1,0
1745,37,12,40,1.1,0,1,0,0,1,0,0,1,0,0,1
2017,42,15,14,1.0,0,0,1,0,1,0,0,1,0,0,0
1432,26,2,195,6.33,0,0,0,0,0,0,0,0,0,0,0
599,28,4,103,2.5,0,1,0,0,0,0,0,0,0,1,1
3755,55,25,42,1.0,0,0,1,0,0,1,0,0,0,1,0
3745,27,3,119,5.4,118,0,0,0,0,0,0,0,0,1,0
2025,47,20,79,2.0,185,0,1,0,1,0,0,1,0,0,0
358,30,6,141,4.33,0,1,0,0,0,0,0,0,0,1,0
1328,60,36,145,6.9,380,0,0,1,0,0,1,0,0,0,1
2045,52,28,44,0.9,107,0,0,1,1,0,0,0,0,1,0
4499,53,26,22,0.5,0,0,0,0,1,0,0,0,0,1,1
4834,49,23,70,0.3,217,0,0,0,0,0,0,0,0,0,0
4229,54,24,83,3.0,0,0,0,0,0,1,0,0,0,0,0
1160,28,1,40,2.0,0,0,0,0,1,0,0,1,0,1,0
808,64,39,64,2.2,0,0,1,0,0,0,0,0,0,1,0
2209,36,10,33,0.9,0,0,1,0,0,0,0,0,0,0,0
1448,41,16,49,0.5,0,0,1,0,0,1,0,0,0,1,0
4242,46,21,68,0.2,0,0,0,0,1,0,0,0,0,1,0
1004,53,23,65,2.0,0,0,0,1,0,1,0,0,0,1,0
3465,65,41,42,1.9,0,0,0,0,1,0,0,0,0,0,0
3035,50,24,31,0.3,0,0,0,0,0,1,0,0,0,0,0
191,51,25,29,0.3,140,0,0,0,0,1,0,0,0,0,0
1102,29,3,84,2.9,0,0,0,0,0,1,0,0,0,1,0
2733,55,29,72,0.3,147,0,1,0,1,0,0,0,0,0,0
4898,52,26,19,1.4,96,0,0,0,0,1,0,0,0,1,0
2608,61,35,79,2.0,194,1,0,0,0,0,0,0,0,1,1
4571,58,28,95,3.0,0,0,0,0,0,1,0,0,0,0,0
3694,38,8,21,0.67,0,0,0,0,0,1,0,0,0,1,0
2704,38,13,191,3.0,0,1,0,0,0,0,0,0,0,1,0
2007,48,21,78,2.0,0,0,1,0,1,0,0,0,0,1,1
256,26,0,99,2.3,0,0,0,1,0,1,0,0,0,0,1
1271,28,4,94,0.8,236,0,1,0,0,0,0,0,0,1,0
2046,43,16,161,8.0,0,0,1,0,1,0,1,0,1,1,1
1559,59,35,102,3.0,115,0,0,1,1,0,1,0,0,1,0
2098,59,35,94,3.8,272,0,0,0,0,0,0,0,0,0,0
119,32,7,112,4.6,366,0,0,0,0,0,0,0,0,0,0
2448,51,26,42,0.6,0,1,0,0,0,1,0,0,0,1,1
246,38,14,60,0.6,0,1,0,0,0,1,0,0,0,1,1
2456,54,30,39,0.8,0,1,0,0,0,0,0,0,0,0,1
3791,41,17,80,0.3,0,0,0,0,0,0,0,0,0,0,0
3917,41,15,89,0.1,292,0,1,0,0,0,0,0,0,1,0
13,59,32,40,2.5,0,0,0,1,1,0,0,0,0,1,0
3620,53,29,132,0.3,403,1,0,0,0,0,0,0,0,0,0
3446,56,32,120,7.4,186,0,0,0,0,0,0,0,0,1,0
3085,55,29,71,0.3,0,0,1,0,1,0,0,0,0,0,1
343,35,5,22,0.67,103,0,0,0,0,1,0,0,0,0,0
646,58,33,61,1.7,0,0,0,1,0,0,0,0,0,0,0
1236,31,6,81,2.2,116,0,0,1,1,0,0,0,0,1,0
4673,50,23,18,1.0,88,1,0,0,1,0,0,0,0,1,1
3993,30,6,13,0.9,0,0,1,0,0,1,0,0,0,1,0
1528,34,9,134,4.6,164,0,0,0,0,0,0,1,0,1,0
3858,42,18,158,0.4,277,1,0,0,1,0,1,0,0,0,1
273,41,16,65,0.5,0,0,1,0,0,1,0,0,0,1,0
45,57,31,52,2.5,0,0,0,1,0,0,0,0,0,0,1
2567,58,33,142,3.9,0,1,0,0,0,0,0,0,0,0,1
4594,53,27,31,0.9,78,0,1,0,0,1,0,0,0,1,0
1051,33,7,54,0.2,141,0,0,1,0,0,0,1,0,0,0
3789,51,27,24,0.4,0,0,1,0,0,0,0,0,0,1,1
4126,58,33,23,1.3,131,0,1,0,1,0,0,0,0,0,0
1702,56,30,122,0.5,0,1,0,0,0,0,0,0,0,0,1
99,66,41,15,0.1,0,0,1,0,0,1,0,0,0,1,0
4966,41,17,34,0.7,143,0,0,0,0,0,0,0,0,0,0
1494,59,35,60,0.0,0,0,0,0,1,0,0,0,0,1,1
335,56,32,122,0.3,360,1,0,0,0,0,0,0,1,1,1
854,52,28,90,2.6,0,0,0,0,1,0,0,1,0,1,0
3020,44,20,151,3.5,392,0,0,0,0,0,0,0,0,1,0
1523,41,16,104,1.0,0,0,0,0,0,1,0,0,0,1,0
40,57,32,84,1.6,0,0,1,0,0,1,0,1,0,0,0
2185,54,30,69,1.6,0,0,0,0,0,1,0,0,0,1,1
901,57,33,24,0.7,0,0,0,1,0,0,0,0,0,1,0
2854,49,24,79,3.6,212,0,0,1,0,1,0,0,0,1,0
1147,37,13,111,0.8,0,0,0,0,1,0,0,0,0,0,0
3730,30,6,112,2.5,0,0,1,0,0,0,0,0,0,1,0
2577,55,29,78,0.8,190,0,0,0,0,1,0,0,0,1,0
758,64,39,35,1.5,0,0,0,0,1,0,0,1,0,0,0
3772,35,10,152,3.0,0,1,0,0,0,0,0,0,0,1,0
3437,57,31,39,0.7,0,0,0,1,1,0,0,1,0,1,0
1913,57,33,134,0.9,198,0,0,1,0,0,1,0,0,1,0
306,55,29,79,0.8,0,0,1,0,0,0,0,0,0,1,1
4004,65,39,22,0.7,0,0,1,0,1,0,0,0,0,0,0
4424,35,10,54,2.5,0,0,0,0,0,1,0,0,0,0,1
3929,37,13,33,0.4,0,0,0,1,1,0,0,0,0,0,0
1045,43,18,84,4.0,0,0,0,0,0,1,0,0,0,0,0
2726,62,37,18,1.5,127,0,0,0,1,0,0,0,0,0,0
1742,64,38,42,0.7,137,1,0,0,0,1,0,0,0,1,0
3419,35,10,34,1.7,87,0,0,1,0,0,0,0,0,1,1
2263,47,21,28,1.5,0,0,1,0,0,0,0,0,0,1,0
553,52,28,101,0.3,0,1,0,0,0,0,0,0,0,0,0
2527,27,1,43,1.1,0,0,1,0,1,0,0,0,0,0,0
4183,41,17,140,3.5,342,0,0,0,0,0,0,0,0,0,0
2706,43,17,158,2.4,0,0,0,0,0,0,0,0,0,1,0
17,42,18,81,2.4,0,0,0,1,0,0,0,0,0,0,0
1126,32,8,104,3.7,0,1,0,0,0,0,1,0,0,0,1
188,64,40,169,2.1,122,1,0,0,0,0,0,0,0,1,0
3031,51,25,29,1.4,102,0,0,0,0,1,0,0,0,0,1
2032,62,37,32,0.2,0,0,1,0,0,0,0,1,0,0,1
313,34,9,41,2.3,0,0,1,0,0,0,0,0,0,0,1
494,41,17,160,8.0,0,1,0,0,0,0,0,0,0,1,0
2933,47,22,42,2.7,0,0,1,0,1,0,0,0,0,1,0
685,35,8,48,1.67,0,1,0,0,1,0,0,0,0,1,0
4234,50,24,91,0.8,0,0,0,0,0,1,0,0,0,1,0
3818,26,0,102,2.3,0,0,0,1,0,1,0,0,0,0,0
1929,44,19,30,0.6,0,0,0,0,0,1,0,0,0,1,0
2861,42,18,60,0.2,151,0,0,1,0,1,0,0,0,0,1
4519,45,21,32,0.6,77,0,0,1,0,0,0,0,0,0,1
4884,60,34,50,2.2,0,0,1,0,0,1,0,0,0,1,1
4239,62,36,60,2.2,0,0,1,0,0,1,0,0,0,1,0
1990,32,8,29,0.2,76,0,0,0,0,1,0,0,0,1,1
2010,61,36,41,1.5,0,1,0,0,0,0,0,0,0,0,0
4434,35,9,51,2.2,110,0,0,1,1,0,0,0,0,1,0
420,47,22,58,3.6,0,0,0,1,0,1,0,0,0,1,1
1796,57,32,42,2.1,0,1,0,0,0,1,0,0,0,1,0
3649,53,29,85,1.8,0,0,1,0,1,0,0,0,0,1,0
4655,33,7,188,7.0,581,1,0,0,1,0,1,0,0,0,0
589,31,7,128,6.0,0,0,0,0,0,0,0,0,0,0,0
4276,50,24,155,7.3,0,0,0,0,0,0,0,0,0,1,1
1356,42,16,74,2.8,0,0,0,0,0,0,0,0,0,1,0
4168,60,34,139,0.4,0,0,0,1,0,0,1,0,0,1,0
1034,49,23,84,2.1,134,0,1,0,0,0,0,1,0,1,0
316,57,31,165,1.6,0,0,0,0,1,0,1,0,0,1,0
331,32,6,28,1.0,0,0,1,0,0,0,0,0,0,0,0
3074,39,15,31,1.4,88,0,0,0,0,1,0,0,0,1,1
1697,64,38,32,0.7,0,0,1,0,1,0,0,0,0,1,1
4323,52,28,31,0.9,151,0,0,1,1,0,0,1,0,1,0
3416,61,37,62,0.0,244,0,0,0,1,0,0,0,0,1,0
3219,39,15,33,2.0,0,0,0,0,1,0,0,0,0,0,0
2539,32,7,98,4.2,171,0,0,0,0,0,1,1,1,0,0
330,54,30,78,1.0,0,0,0,1,1,0,0,0,0,1,0
3639,51,26,191,8.1,0,0,0,0,0,0,0,1,0,1,0
4431,38,12,60,1.8,0,1,0,0,0,0,0,0,0,1,0
3685,53,27,93,0.8,313,0,0,0,0,1,0,0,0,0,0
32,53,28,41,0.6,193,1,0,0,0,1,0,0,0,0,0
4366,52,28,43,1.1,0,0,0,1,1,0,0,0,0,0,0
1907,42,18,115,0.3,0,0,0,0,0,0,0,0,0,0,0
3231,62,37,24,0.3,0,0,0,0,0,1,0,1,0,1,0
1321,27,3,123,5.4,0,0,0,0,0,0,0,0,0,0,0
2934,37,13,195,6.5,635,1,0,0,0,0,0,0,0,1,0
2256,56,31,13,0.9,76,0,0,1,1,0,0,0,1,1,1
3759,31,4,29,1.5,121,0,0,1,1,0,0,0,0,1,1
2818,35,9,40,0.9,0,0,1,0,0,0,0,0,0,1,1
1620,39,14,22,0.3,0,1,0,0,1,0,0,0,0,1,0
3645,42,17,79,3.7,0,0,0,0,0,1,0,1,0,0,1
3458,48,23,191,2.8,231,1,0,0,0,0,0,0,0,0,1
1155,41,16,81,0.4,0,1,0,0,0,0,0,0,0,0,1
2872,50,26,23,0.3,0,0,0,0,0,0,0,0,0,0,0
1030,61,35,112,1.7,0,0,0,1,0,1,0,0,0,0,1
885,31,5,30,0.3,0,0,0,1,1,0,0,0,0,1,0
